,url
39,https://www.winemag.com/buying-guide/hollys-hill-2016-stem-inclusion-mourvedre-el-dorado/
40,https://www.winemag.com/buying-guide/jeff-cohn-2016-el-diablo-vineyard-grenache-russian-river-valley/
41,https://www.winemag.com/buying-guide/macrostie-2016-pinot-noir-russian-river-valley/
42,https://www.winemag.com/buying-guide/rockpile-winery-2015-rockpile-ridge-vineyard-cabernet-sauvignon-rockpile/
43,https://www.winemag.com/buying-guide/styring-2015-estate-pinot-noir-ribbon-ridge/
44,https://www.winemag.com/buying-guide/the-debate-2015-beckstoffer-dr-crane-cabernet-sauvignon-napa-valley/
45,https://www.winemag.com/buying-guide/trujillo-2015-gary-morisoli-vineyard-cabernet-sauvignon-rutherford/
46,https://www.winemag.com/buying-guide/anaba-2016-chardonnay-sonoma-coast/
47,https://www.winemag.com/buying-guide/carlisle-2016-carlisle-vineyard-zinfandel-russian-river-valley/
48,https://www.winemag.com/buying-guide/jeff-cohn-2016-sweetwater-springs-vineyard-petite-sirah-russian-river-valley/
49,https://www.winemag.com/buying-guide/teachworth-2013-estate-blend-cabernet-sauvignon-diamond-mountain-district/
50,https://www.winemag.com/buying-guide/waits-mast-2015-oppenlander-vineyard-pinot-noir-mendocino-county/
51,https://www.winemag.com/buying-guide/anaba-2016-dutton-ranch-chardonnay-sonoma-coast/
52,https://www.winemag.com/buying-guide/carlisle-2016-papera-ranch-zinfandel-russian-river-valley/
53,https://www.winemag.com/buying-guide/cuvaison-2017-methode-beton-estate-grown-sauvignon-blanc-los-carneros/
54,https://www.winemag.com/buying-guide/maritana-2017-dutton-ranch-hansen-hill-vineyard-chardonnay-russian-river-valley/
55,https://www.winemag.com/buying-guide/schramsberg-2011-methode-traditionnelle-extra-brut-sparkling-north-coast/
56,https://www.winemag.com/buying-guide/sol-rouge-2015-petite-sirah-lake-county/
57,https://www.winemag.com/buying-guide/soquel-vineyards-2017-saveria-vineyard-pinot-noir-santa-cruz-mountains/
58,https://www.winemag.com/buying-guide/anaba-2016-wildcat-mountain-vineyard-pinot-noir-sonoma-coast/
59,https://www.winemag.com/buying-guide/hollys-hill-2015-estate-classique-mourvedre-el-dorado/
60,https://www.winemag.com/buying-guide/loring-wine-company-2017-rosellas-vineyard-pinot-noir-santa-lucia-highlands/
61,https://www.winemag.com/buying-guide/paradise-springs-2017-syrah-sta-rita-hills/
62,https://www.winemag.com/buying-guide/stone-the-crows-2015-three-twins-vineyard-cabernet-sauvignon-napa-valley/
63,https://www.winemag.com/buying-guide/thomas-fogarty-2016-henry-ayrtons-block-rapley-trail-vineyard-pinot-noir-santa-cruz-mountains/
64,https://www.winemag.com/buying-guide/wallis-family-estate-2016-cabernet-sauvignon-diamond-mountain-district/
65,https://www.winemag.com/buying-guide/whitcraft-2017-pence-ranch-pommard-clone-pinot-noir-sta-rita-hills/
66,https://www.winemag.com/buying-guide/cobb-2016-coastlands-vineyard-old-firs-block-pinot-noir-sonoma-coast/
67,https://www.winemag.com/buying-guide/de-loach-2015-rue-vineyard-olivet-bench-zinfandel-russian-river-valley/
68,https://www.winemag.com/buying-guide/ecluse-2016-insider-red-paso-robles/
69,https://www.winemag.com/buying-guide/flying-goat-cellars-2015-solomon-hills-vineyard-pinot-noir-santa-maria-valley/
70,https://www.winemag.com/buying-guide/loring-wine-company-2017-kessler-haak-vineyard-pinot-noir-sta-rita-hills/
71,https://www.winemag.com/buying-guide/loring-wine-company-2017-rancho-la-vina-vineyard-pinot-noir-sta-rita-hills/
72,https://www.winemag.com/buying-guide/patricia-green-cellars-2017-durant-vineyard-madrone-block-pinot-noir-dundee-hills/
73,https://www.winemag.com/buying-guide/riverbench-2016-methode-champenoise-cork-jumper-pinot-meunier-sparkling-santa-maria-valley/
74,https://www.winemag.com/buying-guide/the-feminist-party-2017-g-s-m-santa-barbara-county/
75,https://www.winemag.com/buying-guide/trombetta-2017-gaps-crown-vineyard-chardonnay-petaluma-gap/
76,https://www.winemag.com/buying-guide/amici-2015-beckstoffer-missouri-hopper-cabernet-sauvignon-oakville/
77,https://www.winemag.com/buying-guide/anaba-2016-pinot-noir-sonoma-coast/
78,https://www.winemag.com/buying-guide/brophy-clark-2015-pinot-noir-santa-maria-valley/
79,https://www.winemag.com/buying-guide/carlisle-2016-mancini-ranch-zinfandel-russian-river-valley/
80,https://www.winemag.com/buying-guide/cattleya-2017-cuvee-number-one-pinot-noir-russian-river-valley/
81,https://www.winemag.com/buying-guide/fess-parker-2017-ashleys-chardonnay-sta-rita-hills/
82,https://www.winemag.com/buying-guide/foxen-2017-tinaquaic-vineyard-chardonnay-santa-maria-valley/
83,https://www.winemag.com/buying-guide/left-coast-2016-truffle-hill-estate-pinot-noir-willamette-valley/
84,https://www.winemag.com/buying-guide/mauritson-2015-buck-pasture-red-rockpile/
85,https://www.winemag.com/buying-guide/patricia-green-cellars-2017-marine-sedimentary-pinot-noir-chehalem-mountains/
86,https://www.winemag.com/buying-guide/ponzi-2016-aurora-vineyard-chardonnay-chehalem-mountains/
87,https://www.winemag.com/buying-guide/portalupi-2016-l-venturi-vineyard-petite-sirah-mendocino/
88,https://www.winemag.com/buying-guide/roederer-estate-2011-lermitage-estate-bottled-brut-rose-sparkling-anderson-valley/
89,https://www.winemag.com/buying-guide/stone-the-crows-2016-fallen-feather-cabernet-sauvignon-napa-valley/
90,https://www.winemag.com/buying-guide/styring-2015-signature-pinot-noir-ribbon-ridge/
91,https://www.winemag.com/buying-guide/westerhold-2016-estate-vineyard-chardonnay-sonoma-coast/
92,https://www.winemag.com/buying-guide/whitcraft-2017-pence-ranch-clone-115-pinot-noir-sta-rita-hills/
93,https://www.winemag.com/buying-guide/ayoub-2016-vineyards-pinot-noir-dundee-hills/
94,https://www.winemag.com/buying-guide/carlisle-2016-pagani-ranch-zinfandel-sonoma-valley/
95,https://www.winemag.com/buying-guide/challen-2016-bentrock-vineyard-pinot-noir-sta-rita-hills/
96,https://www.winemag.com/buying-guide/stolo-2017-estate-pinot-noir-san-luis-obispo-county/
97,https://www.winemag.com/buying-guide/trombetta-2017-four-brothers-vineyard-chardonnay-sonoma-mountain/
98,https://www.winemag.com/buying-guide/v-vineyards-2015-single-vineyard-cabernet-sauvignon-sonoma-county/
99,https://www.winemag.com/buying-guide/waits-mast-2016-nash-mill-vineyard-pinot-noir-anderson-valley/
100,https://www.winemag.com/buying-guide/carlisle-2016-montafi-ranch-zinfandel-russian-river-valley/
101,https://www.winemag.com/buying-guide/de-loach-2016-hawk-hill-vineyard-chardonnay-green-valley/
102,https://www.winemag.com/buying-guide/jeff-cohn-2016-iron-hill-vineyard-zinfandel-sonoma-valley/
103,https://www.winemag.com/buying-guide/laetitia-2016-la-colline-pinot-noir-arroyo-grande-valley/
104,https://www.winemag.com/buying-guide/paradise-springs-2016-pinot-noir-sta-rita-hills/
105,https://www.winemag.com/buying-guide/pellegrini-2015-olivet-lane-vineyard-chardonnay-russian-river-valley/
106,https://www.winemag.com/buying-guide/stags-leap-wine-cellars-2015-cask-23-cabernet-sauvignon-stags-leap-district/
107,https://www.winemag.com/buying-guide/cobb-2016-monticue-vineyard-pinot-noir-sonoma-coast/
108,https://www.winemag.com/buying-guide/de-loach-2015-zinfandel-russian-river-valley/
109,https://www.winemag.com/buying-guide/halter-ranch-2015-libelle-picpoul-blanc-sparkling-adelaida-district/
110,https://www.winemag.com/buying-guide/jeff-cohn-2016-orcio-cassata-vineyard-zinfandel-sonoma-valley/
111,https://www.winemag.com/buying-guide/jeremy-wine-co-2016-lot-no-87-tempranillo-lodi/
112,https://www.winemag.com/buying-guide/le-cadeau-2016-equinoxe-reserve-pinot-noir-chehalem-mountains/
113,https://www.winemag.com/buying-guide/maritana-2017-la-riviere-chardonnay-russian-river-valley/
114,https://www.winemag.com/buying-guide/nelle-2016-wills-hills-grenache-paso-robles/
115,https://www.winemag.com/buying-guide/sol-rouge-2015-mourvedre-red-hills/
116,https://www.winemag.com/buying-guide/starfield-2016-tempranillo-el-dorado/
117,https://www.winemag.com/buying-guide/the-paring-2016-pinot-noir-santa-barbara-county/
118,https://www.winemag.com/buying-guide/trombetta-2017-indindoli-vineyard-chardonnay-russian-river-valley/
119,https://www.winemag.com/buying-guide/trujillo-2015-henry-brothers-vineyard-cabernet-sauvignon-howell-mountain/
120,https://www.winemag.com/buying-guide/zaca-mesa-2016-grenache-santa-ynez-valley/
121,https://www.winemag.com/buying-guide/boheme-2015-occidental-hills-syrah-sonoma-coast/
122,https://www.winemag.com/buying-guide/challen-2016-lindsays-vineyard-pinot-noir-sta-rita-hills/
123,https://www.winemag.com/buying-guide/concannon-2016-reserve-malbec-livermore-valley/
124,https://www.winemag.com/buying-guide/foxen-2017-block-uu-bien-nacido-vineyard-chardonnay-santa-maria-valley/
125,https://www.winemag.com/buying-guide/gramercy-2015-syrah-columbia-valley-wa/
126,https://www.winemag.com/buying-guide/jaffurs-2016-pinot-noir-santa-barbara-county/
127,https://www.winemag.com/buying-guide/kendall-jackson-2017-grand-reserve-pinot-noir-anderson-valley/
128,https://www.winemag.com/buying-guide/loring-wine-company-2017-cooper-jaxon-pinot-noir-santa-barbara-county/
129,https://www.winemag.com/buying-guide/lucia-2017-soberanes-vineyard-chardonnay-santa-lucia-highlands/
130,https://www.winemag.com/buying-guide/opolo-2016-rhapsody-reserve-collection-red-paso-robles/
131,https://www.winemag.com/buying-guide/ospreys-dominion-2013-estate-bottled-cabernet-franc-north-fork-of-long-island/
132,https://www.winemag.com/buying-guide/paradise-springs-2017-sanford-benedict-vineyard-chardonnay-sta-rita-hills/
133,https://www.winemag.com/buying-guide/sanglier-cellars-2015-left-tusque-cabernet-sauvignon-sonoma-county/
134,https://www.winemag.com/buying-guide/soquel-vineyards-2017-coast-grade-vineyard-pinot-noir-ben-lomond-mountain/
135,https://www.winemag.com/buying-guide/stasis-2016-murmur-vineyard-gamay-noir-santa-maria-valley/
136,https://www.winemag.com/buying-guide/the-paring-2015-red-california/
137,https://www.winemag.com/buying-guide/alexana-2016-signature-pinot-noir-dundee-hills/
138,https://www.winemag.com/buying-guide/brick-barn-2017-rose-of-grenache-santa-ynez-valley/
139,https://www.winemag.com/buying-guide/caraccioli-2018-escolle-vineyard-rose-of-pinot-noir-santa-lucia-highlands/
140,https://www.winemag.com/buying-guide/de-loach-2015-forgotten-vines-zinfandel-sonoma-county/
141,https://www.winemag.com/buying-guide/de-loach-2015-saitone-vineyard-zinfandel-russian-river-valley/
142,https://www.winemag.com/buying-guide/dutton-goldfield-2017-dutton-ranch-pinot-noir-russian-river-valley/
143,https://www.winemag.com/buying-guide/goat-bubbles-2015-solomon-hills-vineyard-rose-sparkling-santa-maria-valley/
144,https://www.winemag.com/buying-guide/las-positas-2015-coccineous-estate-red-livermore-valley/
145,https://www.winemag.com/buying-guide/lenne-estate-2016-south-slope-select-pinot-noir-yamhill-carlton/
146,https://www.winemag.com/buying-guide/patricia-green-cellars-2017-estate-vineyard-old-vine-pinot-noir-ribbon-ridge/
147,https://www.winemag.com/buying-guide/steele-2016-cabernet-franc-lake-county/
148,https://www.winemag.com/buying-guide/whitcraft-2017-stolpman-vineyard-grenache-ballard-canyon/
149,https://www.winemag.com/buying-guide/alexana-2016-revana-vineyard-single-clone-pommard-pinot-noir-dundee-hills/
150,https://www.winemag.com/buying-guide/anaba-2016-soberanes-vineyard-pinot-noir-santa-lucia-highlands/
151,https://www.winemag.com/buying-guide/aperture-2017-chenin-blanc-north-coast/
152,https://www.winemag.com/buying-guide/ayoub-2016-estate-vineyard-pinot-noir-dundee-hills/
153,https://www.winemag.com/buying-guide/boheme-2015-english-hill-vineyard-chardonnay-sonoma-coast/
154,https://www.winemag.com/buying-guide/boheme-2015-stuller-vineyard-pinot-noir-sonoma-coast/
155,https://www.winemag.com/buying-guide/boheme-2015-taylor-ridge-vineyard-chardonnay-sonoma-coast/
156,https://www.winemag.com/buying-guide/boheme-2015-taylor-ridge-vineyard-pinot-noir-sonoma-coast/
157,https://www.winemag.com/buying-guide/brick-barn-2016-estate-grown-chardonnay-santa-ynez-valley/
158,https://www.winemag.com/buying-guide/carlisle-2016-rossi-ranch-grenache-sonoma-valley/
159,https://www.winemag.com/buying-guide/clementine-carter-2017-graciano-santa-ynez-valley/
160,https://www.winemag.com/buying-guide/dry-creek-vineyard-2017-the-mariness-meritage-dry-creek-valley/
161,https://www.winemag.com/buying-guide/ecluse-2016-ensemble-red-paso-robles/
162,https://www.winemag.com/buying-guide/flying-goat-cellars-2015-dierberg-vineyard-pinot-noir-santa-maria-valley/
163,https://www.winemag.com/buying-guide/goat-bubbles-2015-brut-cuvee-sparkling-santa-barbara-county/
164,https://www.winemag.com/buying-guide/grgich-hills-2015-estate-grown-cabernet-sauvignon-napa-valley/
165,https://www.winemag.com/buying-guide/heitz-2014-cabernet-sauvignon-napa-valley/
166,https://www.winemag.com/buying-guide/le-cadeau-2016-trajet-reserve-pinot-noir-chehalem-mountains/
167,https://www.winemag.com/buying-guide/left-coast-2013-estate-blanc-de-noir-sparkling-willamette-valley/
168,https://www.winemag.com/buying-guide/maritana-2017-le-russe-pinot-noir-russian-river-valley/
169,https://www.winemag.com/buying-guide/ayoub-2016-estate-whole-cluster-pinot-noir-dundee-hills/
170,https://www.winemag.com/buying-guide/casa-dumetz-2017-hayes-ranch-pinot-noir-sta-rita-hills/
171,https://www.winemag.com/buying-guide/ecluse-2016-syrah-paso-robles/
172,https://www.winemag.com/buying-guide/fess-parker-2017-bien-nacido-vineyard-chardonnay-santa-maria-valley/
173,https://www.winemag.com/buying-guide/kevin-white-2017-red-yakima-valley/
174,https://www.winemag.com/buying-guide/laetitia-2016-reserve-du-domaine-pinot-noir-arroyo-grande-valley/
175,https://www.winemag.com/buying-guide/le-cadeau-2016-merci-reserve-pinot-noir-chehalem-mountains/
176,https://www.winemag.com/buying-guide/morell-pena-2017-blanc-de-blancs-methode-champenoise-zero-dosage-sparkling-columbia-valley-wa/
177,https://www.winemag.com/buying-guide/pellegrini-2018-sauvignon-blanc-russian-river-valley/
178,https://www.winemag.com/buying-guide/robert-mondavi-2017-pinot-noir-napa-valley/
179,https://www.winemag.com/buying-guide/two-sisters-2016-reserve-courtneys-vineyard-chardonnay-sta-rita-hills/
180,https://www.winemag.com/buying-guide/zaca-mesa-2015-z-cuvee-estate-vineyard-red-santa-ynez-valley/
181,https://www.winemag.com/buying-guide/axr-2015-cabernet-sauvignon-napa-valley/
182,https://www.winemag.com/buying-guide/barra-2017-estate-grown-cabernet-sauvignon-mendocino/
183,https://www.winemag.com/buying-guide/de-loach-2016-stubbs-vineyard-petaluma-gap-chardonnay-marin-county/
184,https://www.winemag.com/buying-guide/dry-creek-vineyard-2015-spencers-hill-zinfandel-dry-creek-valley/
185,https://www.winemag.com/buying-guide/dutton-goldfield-2017-dutton-ranch-chardonnay-russian-river-valley/
186,https://www.winemag.com/buying-guide/jeff-cohn-2016-the-imposter-red-california/
187,https://www.winemag.com/buying-guide/las-positas-2015-estate-tempranillo-livermore-valley/
188,https://www.winemag.com/buying-guide/lucia-2017-chardonnay-santa-lucia-highlands/
189,https://www.winemag.com/buying-guide/maritana-2017-dutton-ranch-shop-block-1967-chardonnay-russian-river-valley/
190,https://www.winemag.com/buying-guide/nathan-k-2016-pinot-noir-finger-lakes/
191,https://www.winemag.com/buying-guide/paradise-springs-2016-sauvignon-blanc-happy-canyon-of-santa-barbara/
192,https://www.winemag.com/buying-guide/patricia-green-cellars-2017-freedom-hill-vineyard-pinot-noir-willamette-valley/
193,https://www.winemag.com/buying-guide/peloton-2016-petite-sirah-paso-robles/
194,https://www.winemag.com/buying-guide/stolo-2017-chardonnay-san-luis-obispo-county/
195,https://www.winemag.com/buying-guide/thomas-allen-2016-petite-sirah-lodi/
196,https://www.winemag.com/buying-guide/toca-madera-2016-contigo-viognier-marsanne-madera/
197,https://www.winemag.com/buying-guide/alexana-2016-terroir-series-pinot-noir-willamette-valley/
198,https://www.winemag.com/buying-guide/aubichon-cellars-2017-reserve-pinot-noir-willamette-valley/
199,https://www.winemag.com/buying-guide/carlisle-2016-the-integral-red-sonoma-county/
200,https://www.winemag.com/buying-guide/de-loach-2016-chardonnay-russian-river-valley/
201,https://www.winemag.com/buying-guide/fess-parker-2016-rodneys-vineyard-syrah-santa-barbara-county/
202,https://www.winemag.com/buying-guide/foxen-2017-vogelzang-vineyard-sauvignon-blanc-happy-canyon-of-santa-barbara/
203,https://www.winemag.com/buying-guide/graziano-2015-vincenzo-vineyard-100th-anniversary-red-mendocino-county/
204,https://www.winemag.com/buying-guide/left-coast-2016-right-bank-estate-pinot-noir-willamette-valley/
205,https://www.winemag.com/buying-guide/macari-2015-pinot-meunier-north-fork-of-long-island/
206,https://www.winemag.com/buying-guide/nelle-2016-syrah-california/
207,https://www.winemag.com/buying-guide/pointelle-2015-pinot-noir-willamette-valley/
208,https://www.winemag.com/buying-guide/sanguis-2016-souplesse-no-6-rose-central-coast/
209,https://www.winemag.com/buying-guide/sherwood-house-vineyards-2014-estate-grown-cabernet-franc-north-fork-of-long-island/
210,https://www.winemag.com/buying-guide/trentadue-2016-la-storia-petite-sirah-alexander-valley/
211,https://www.winemag.com/buying-guide/vinum-cellars-2016-pets-petite-sirah-clarksburg/
212,https://www.winemag.com/buying-guide/anarchist-wine-co-2013-conspiracy-theory-red-california/
213,https://www.winemag.com/buying-guide/bevela-2015-old-fashioned-superstition-tierra-alta-vineyard-syrah-ballard-canyon/
214,https://www.winemag.com/buying-guide/billsboro-2016-sawmill-creek-vineyards-pinot-noir-finger-lakes/
215,https://www.winemag.com/buying-guide/bushong-2016-derbyshire-vineyard-pinot-noir-san-luis-obispo/
216,https://www.winemag.com/buying-guide/calla-lily-2013-audax-cabernet-sauvignon-napa-valley/
217,https://www.winemag.com/buying-guide/chalone-2017-chenin-blanc-chalone/
218,https://www.winemag.com/buying-guide/dobbes-family-estate-2017-quailhurst-vineyard-rose-of-pinot-noir-chehalem-mountains/
219,https://www.winemag.com/buying-guide/ecluse-2016-cabernet-sauvignon-paso-robles/
220,https://www.winemag.com/buying-guide/eternal-2016-eternal-foundation-syrah-walla-walla-valley-wa/
221,https://www.winemag.com/buying-guide/fess-parker-2017-sierra-madre-vineyard-chardonnay-santa-maria-valley/
222,https://www.winemag.com/buying-guide/foxen-7200-2016-los-porteros-cabernet-sauvignon-happy-canyon-of-santa-barbara/
223,https://www.winemag.com/buying-guide/frank-family-2015-reserve-cabernet-sauvignon-rutherford/
224,https://www.winemag.com/buying-guide/gramercy-2016-les-collines-vineyard-syrah-walla-walla-valley-wa/
225,https://www.winemag.com/buying-guide/graziano-2015-old-vine-carignane-mendocino-county/
226,https://www.winemag.com/buying-guide/hosmer-2017-pinot-noir-cayuga-lake/
227,https://www.winemag.com/buying-guide/le-cadeau-2017-pinot-noir-willamette-valley/
228,https://www.winemag.com/buying-guide/lucas-lewellen-2016-high-9-goodchild-vineyard-pinot-noir-santa-maria-valley/
229,https://www.winemag.com/buying-guide/proteus-2015-sirens-white-willamette-valley/
230,https://www.winemag.com/buying-guide/roots-run-deep-winery-2014-the-graduate-cabernet-sauvignon-howell-mountain/
231,https://www.winemag.com/buying-guide/soquel-vineyards-2017-partners-reserve-pinot-noir-santa-lucia-highlands/
232,https://www.winemag.com/buying-guide/square-peg-2017-proprietors-cuvee-rose-sonoma-county/
233,https://www.winemag.com/buying-guide/sweet-cheeks-2015-vintners-reserve-pinot-noir-willamette-valley/
234,https://www.winemag.com/buying-guide/tumwater-2016-prince-hill-vineyard-reserve-pinot-noir-dundee-hills/
235,https://www.winemag.com/buying-guide/vie-winery-2014-thompson-vineyard-syrah-santa-barbara-county/
236,https://www.winemag.com/buying-guide/wilson-creek-2016-christopher-crest-vineyard-family-reserve-estate-grown-mourvedre-temecula-valley/
237,https://www.winemag.com/buying-guide/ayoub-2016-memoirs-pinot-noir-willamette-valley/
238,https://www.winemag.com/buying-guide/chalone-2016-estate-grown-pinot-noir-chalone/
239,https://www.winemag.com/buying-guide/lenne-estate-2016-pinot-noir-yamhill-carlton/
240,https://www.winemag.com/buying-guide/shalestone-2016-cabernet-franc-finger-lakes/
241,https://www.winemag.com/buying-guide/simple-machine-2017-pinot-noir-rogue-valley/
242,https://www.winemag.com/buying-guide/sol-rouge-2016-white-lake-county/
243,https://www.winemag.com/buying-guide/spann-vineyards-2016-lake-family-petite-sirah-clarksburg/
244,https://www.winemag.com/buying-guide/stags-leap-wine-cellars-2016-arcadia-vineyard-chardonnay-napa-valley/
245,https://www.winemag.com/buying-guide/trombetta-2011-gaps-crown-vineyard-pinot-noir-sonoma-coast/
246,https://www.winemag.com/buying-guide/ancient-peaks-2016-renegade-red-santa-margarita-ranch/
247,https://www.winemag.com/buying-guide/boatique-2016-malbec-red-hills/
248,https://www.winemag.com/buying-guide/chalone-2016-reserve-pinot-noir-chalone/
249,https://www.winemag.com/buying-guide/dobbes-family-estate-2017-sundown-vineyard-viognier-rogue-valley/
250,https://www.winemag.com/buying-guide/dunstan-2016-durell-vineyard-chardonnay-sonoma-coast/
251,https://www.winemag.com/buying-guide/dusted-valley-2016-stained-tooth-syrah-columbia-valley-wa/
252,https://www.winemag.com/buying-guide/ecluse-2016-rendition-red-paso-robles/
253,https://www.winemag.com/buying-guide/fess-parker-2017-parker-west-chardonnay-sta-rita-hills/
254,https://www.winemag.com/buying-guide/foxen-2017-ernesto-wickenden-vineyard-old-vines-chenin-blanc-santa-maria-valley/
255,https://www.winemag.com/buying-guide/le-cadeau-2017-cote-est-pinot-noir-willamette-valley/
256,https://www.winemag.com/buying-guide/le-cadeau-2017-rocheux-pinot-noir-willamette-valley/
257,https://www.winemag.com/buying-guide/les-belles-collines-2014-cabernet-sauvignon-napa-valley/
258,https://www.winemag.com/buying-guide/love-squalor-2016-riesling-willamette-valley/
259,https://www.winemag.com/buying-guide/mcnab-ridge-2016-family-reserve-open-hand-petite-sirah-mendocino-county/
260,https://www.winemag.com/buying-guide/michael-david-2015-inkblot-petit-verdot-lodi/
261,https://www.winemag.com/buying-guide/nelle-2016-maniacal-red-paso-robles/
262,https://www.winemag.com/buying-guide/patricia-green-cellars-2017-balcombe-vineyard-pinot-noir-dundee-hills/
263,https://www.winemag.com/buying-guide/patricia-green-cellars-2017-lias-vineyard-pinot-noir-chehalem-mountains/
264,https://www.winemag.com/buying-guide/peloton-2017-squire-canyon-vineyard-albarino-san-luis-obispo-county/
265,https://www.winemag.com/buying-guide/seghesio-2016-bevill-wolcott-zinfandel-dry-creek-valley/
266,https://www.winemag.com/buying-guide/stags-leap-wine-cellars-2017-aveta-sauvignon-blanc-napa-valley/
267,https://www.winemag.com/buying-guide/trinchero-2016-marios-estate-grown-cabernet-sauvignon-napa-valley/
268,https://www.winemag.com/buying-guide/vezer-family-vineyard-2014-cassie-petite-sirah-suisun-valley/
269,https://www.winemag.com/buying-guide/westmount-2016-pinot-noir-willamette-valley/
270,https://www.winemag.com/buying-guide/whitcraft-2017-my-friend-matts-vineyard-syrah-los-olivos-district/
271,https://www.winemag.com/buying-guide/anaba-2018-rose-of-grenache-sonoma-valley/
272,https://www.winemag.com/buying-guide/benton-lane-2016-first-class-pinot-noir-willamette-valley/
273,https://www.winemag.com/buying-guide/cooper-garrod-2015-francville-vineyard-cabernet-franc-santa-cruz-mountains/
274,https://www.winemag.com/buying-guide/dutton-goldfield-2016-morelli-lane-vineyard-zinfandel-russian-river-valley/
275,https://www.winemag.com/buying-guide/fess-parker-2017-sanford-benedict-chardonnay-sta-rita-hills/
276,https://www.winemag.com/buying-guide/goldback-2016-grenache-rogue-valley/
277,https://www.winemag.com/buying-guide/hanzell-2016-estate-cabernet-sauvignon-sonoma-valley/
